date,model,rebalance_number,decision_date,effective_start_date,segment_end_date,rebalance_flag,gross_portfolio_return,transaction_cost,net_portfolio_return,cash_weight_start,risky_weight_sum_start,turnover,portfolio_scaler,ex_ante_portfolio_vol,target_portfolio_vol,equity_curve,running_peak,drawdown,portfolio_log_return,realized_vol_21d
2025-04-04,CAUSAL_XGBOOST,15,2025-03-06,2025-03-07,2025-04-04,0,-0.023894279441571686,0.0,-0.023894279441571686,0.32452718924417323,0.6754728107558269,0.0,1.0,0.05139042032172783,0.1,1.065129249480061,1.1221763204892425,-0.05083610299699637,-0.024184378190967307,0.11452091867003716
2025-04-07,CAUSAL_XGBOOST,16,2025-04-04,2025-04-07,2025-05-06,1,-0.0041164562156142176,0.0003801341489604042,-0.004496590364574622,0.7126055016111312,0.28739449838886877,0.3801341489604042,1.0,0.03242873615380454,0.1,1.0603397995598225,1.1221763204892425,-0.05510410423066203,-0.004506730435609518,0.11409945605140662
2025-04-08,CAUSAL_XGBOOST,16,2025-04-04,2025-04-07,2025-05-06,0,-0.0033485277346124364,0.0,-0.0033485277346124364,0.7155510361213622,0.28444896387863783,0.0,1.0,0.03242873615380454,0.1,1.056789222332883,1.1221763204892425,-0.05826811434396717,-0.0033541466003988453,0.11250986375494594
2025-04-09,CAUSAL_XGBOOST,16,2025-04-04,2025-04-07,2025-05-06,0,0.01541295530797197,0.0,0.01541295530797197,0.717955128782297,0.2820448712177031,0.0,1.0,0.03242873615380454,0.1,1.0730774673866463,1.1221763204892425,-0.043753242878258436,0.015295382271875277,0.12711024236467847
2025-04-10,CAUSAL_XGBOOST,16,2025-04-04,2025-04-07,2025-05-06,0,-0.006179689857223109,0.0,-0.006179689857223109,0.7070572864264304,0.29294271357356955,0.0,1.0,0.03242873615380454,0.1,1.0664461814454225,1.1221763204892425,-0.049662551264246124,-0.006198863171491779,0.128155082996323
2025-04-11,CAUSAL_XGBOOST,16,2025-04-04,2025-04-07,2025-05-06,0,0.004214710045733298,0.0,0.004214710045733298,0.7114538505706844,0.2885461494293156,0.0,1.0,0.03242873615380454,0.1,1.0709409428795944,1.1221763204892425,-0.04565715447222296,0.004205853033120667,0.12950753274065835
2025-04-14,CAUSAL_XGBOOST,16,2025-04-04,2025-04-07,2025-05-06,0,0.0016724958780639095,0.0,0.0016724958780639095,0.708467863947426,0.291532136052574,0.0,1.0,0.03242873615380454,0.1,1.0727320871922104,1.1221763204892425,-0.044061019996817996,0.0016710988143381407,0.12666290224869156
2025-04-15,CAUSAL_XGBOOST,16,2025-04-04,2025-04-07,2025-05-06,0,0.0005401057014173555,0.0,0.0005401057014173555,0.70728493281268,0.2927150671873199,0.0,1.0,0.03242873615380454,0.1,1.0733114759085962,1.1221763204892425,-0.04354471190351117,0.0005399598968305673,0.12479345880934278
2025-04-16,CAUSAL_XGBOOST,16,2025-04-04,2025-04-07,2025-05-06,0,-0.0004245549452395397,0.0,-0.0004245549452395397,0.7069031304016005,0.2930968695983996,0.0,1.0,0.03242873615380454,0.1,1.0728557962137169,1.1221763204892425,-0.043950779725973055,-0.00042464509420666615,0.12484009692289809
2025-04-17,CAUSAL_XGBOOST,16,2025-04-04,2025-04-07,2025-05-06,0,0.0008072126610884438,0.0,0.0008072126610884438,0.7072033770926353,0.2927966229073648,0.0,1.0,0.03242873615380454,0.1,1.0737218189959428,1.1221763204892425,-0.04317904469074407,0.0008068870401667713,0.12309661865879143
2025-04-21,CAUSAL_XGBOOST,16,2025-04-04,2025-04-07,2025-05-06,0,-0.0024808451919783154,0.0,-0.0024808451919783154,0.7066329740092724,0.2933670259907276,0.0,1.0,0.03242873615380454,0.1,1.0710580813837645,1.1221763204892425,-0.04555276935730712,-0.0024839275874308903,0.12312846495274636
2025-04-22,CAUSAL_XGBOOST,16,2025-04-04,2025-04-07,2025-05-06,0,0.0031783651744508533,0.0,0.0031783651744508533,0.7083903808797215,0.2916096191202785,0.0,1.0,0.03242873615380454,0.1,1.0744622950894487,1.1221763204892425,-0.042519187518581414,0.0031733248490323322,0.1242369487386963
2025-04-23,CAUSAL_XGBOOST,16,2025-04-04,2025-04-07,2025-05-06,0,0.0011705117009197842,0.0,0.0011705117009197842,0.7061459910536785,0.2938540089463216,0.0,1.0,0.03242873615380454,0.1,1.075719965778048,1.1221763204892425,-0.041398445024165675,0.00116982718620171,0.12342810967104548
