ticker,model_variant,feature,dag_prefix,gain,gain_share,rank_within_ticker,model_path
TLT,CAUSAL_CONSTRAINED,VOL__HYG__ewma_vol__span63,VOL,0.001558466348797083,0.001833398075604662,63,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__EFA__ewma_vol__span21,VOL,0.0014119978295639157,0.0016610907931881862,64,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__TLT__ewma_vol__span21,VOL,0.0012441757135093212,0.0014636628892389701,65,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLK__ewma_vol__span21,VOL,0.001236540381796658,0.0014546805955375983,66,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__IWM__ewma_vol__span21,VOL,0.0011574570089578629,0.0013616459889919479,67,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLK__ewma_vol__span63,VOL,0.0009725660202093422,0.0011441380631841017,68,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLF__ewma_vol__span21,VOL,0.0008820907678455114,0.0010377019160695185,69,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__XLK__rvol__10d,VOL,0.0007948396378196776,0.0009350586642552157,70,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__HYG__ewma_vol__span21,VOL,0.0007947193225845695,0.000934917124002721,71,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
TLT,CAUSAL_CONSTRAINED,VOL__EEM__rvol__10d,VOL,0.0007448228425346315,0.000876218320160333,72,/content/riskml-capstone/reports/models/notebook04_xgb_causal_TLT.json
